73015,0.26843238516641027
73016,0.22870404741683359
73017,0.30680423555203895
73018,0.34284582490463367
73019,0.96274219705955011
73020,0.1753954295520154
73021,0.1753954295520154
73022,0.33522383792137372
73023,0.22870404741683359
73024,0.9508801066270125
73025,0.2547869984739245
73026,0.98163292683705872
73027,0.75705308902983315
73028,0.36830371151183672
73029,0.22870404741683359
73030,0.16280624945605066
73031,0.32662479647892562
73032,0.25018596263353865
73033,0.19155194337406173
73034,0.22721702386682505
73035,0.26843238516641027
73036,0.26843238516641027
73037,0.50176308555098648
73038,0.23353272986130066
73039,0.29328526361617013
73040,0.16280624945605066
73041,0.98065015479876172
73042,0.25018596263353865
73043,0.28878738218740796
73044,0.2191560306644337
73045,0.38895695494046445
73046,0.27562942273470598
73047,0.38895695494046445
73048,0.3641852654427476
73049,0.16280624945605066
73050,0.18634524745950573
73051,0.29328526361617013
73052,0.96735051022338836
73053,0.91775375844988716
73054,0.16280624945605066
73055,0.51706133270485899
73056,0.2191560306644337
73057,0.25196772753252078
73058,0.43144595024648924
73059,0.16280624945605066
73060,0.43144595024648924
73061,0.31272663549072371
73062,0.26425891034646765
73063,0.2191560306644337
73064,0.18375207356886725
73065,0.22870404741683359
73066,0.15181464586360668
73067,0.16280624945605066
73068,0.2191560306644337
73069,0.2191560306644337
73070,0.16280624945605066
73071,0.29328526361617013
73072,0.26232765737336711
73073,0.36830371151183672
73074,0.1753954295520154
73075,0.27396362149706516
73076,0.2132095251862694
73077,0.20845641286817757
73078,0.45708958121484888
73079,0.41737905258190472
73080,0.28828602458525449
73081,0.33573832340442411
73082,0.28828602458525449
73083,0.3551727769284071
73084,0.28153867089624712
73085,0.19938306643512987
73086,0.5450313922188923
73087,0.35073217914238686
73088,0.27620270251680046
73089,0.47024977164486037
73090,0.45708958121484888
73091,0.30984660973279615
73092,0.3551727769284071
73093,0.20299956480012843
73094,0.35878927529340565
73095,0.41330470875005842
73096,0.28670789888006043
73097,0.20299956480012843
73098,0.19938306643512987
73099,0.30984660973279615
73100,0.2351372666965787
73101,0.46176737079527308
73102,0.20299956480012843
73103,0.3551727769284071
73104,0.97508776199256564
73105,0.5586546961649369
73106,0.34720755790043373
73107,0.46545486157678823
73108,0.30984660973279615
73109,0.43817551099574487
