rowID,chunkID,position_within_chunk,hour,month_most_common,target_1_57,target_10_4002,target_10_8003,target_11_1,target_11_32,target_11_50,target_11_64,target_11_1003,target_11_1601,target_11_4002,target_11_8003,target_14_4002,target_14_8003,target_15_57,target_2_57,target_3_1,target_3_50,target_3_57,target_3_1601,target_3_4002,target_3_6006,target_4_1,target_4_50,target_4_57,target_4_1018,target_4_1601,target_4_2001,target_4_4002,target_4_4101,target_4_6006,target_4_8003,target_5_6006,target_7_57,target_8_57,target_8_4002,target_8_6004,target_8_8003,target_9_4002,target_9_8003
193,1,193,21,10,0.81232674008864092,1.3309625031860008,-1e+06,0.045504822614467866,0.12359418709759473,0.17827930803724457,0.054996275667833938,0.1132481144470121,0.46386703726691603,0.15208615997053854,-1e+06,3.2535534909717461,-1e+06,2.7049094937704545,0.43503409328286502,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.1760397406064795,0.14039895753102316,1.4715782841250409,0.31498234627803112,0.38781953169760897,0.67198859349874529,0.31338677406829385,1.0924796081705206,1.6829571244839849,-1e+06,-1e+06,2.374084883942797,1.1112339433114964,1.4209183844110267,1.7530942867024288,-1e+06,2.0764435962782675,-1e+06
194,1,194,22,10,0.83110827791236985,1.3098950909955405,-1e+06,0.12307537505915356,0.17328268543616843,0.25629617123714832,0.0681616560284386,0.25079962175851667,0.49721727013822514,0.32785780792083852,-1e+06,3.061414037645771,-1e+06,2.7128847072422997,0.53834511150205056,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.1320951118631273,0.15407364678106816,1.4648565831518701,0.32545742223228336,0.39289496265606094,0.76176500920468881,0.31588551089043815,1.1552229432011112,1.7523590483879419,-1e+06,-1e+06,2.3845210666491665,1.0185010115169342,1.3492382981522799,1.672230942977754,-1e+06,2.0251805380120027,-1e+06
195,1,195,23,10,0.79685890026181283,1.2993497507180982,-1e+06,0.24141791612656061,0.25294440026993437,0.27282304254894552,0.10780349681033563,0.32229590302015199,0.51364857427512867,0.45319614274856335,-1e+06,2.9038007433834441,-1e+06,2.7460610601368098,0.54025985583947578,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.0928133890118339,0.17177776132278044,1.4451686127517975,0.37538715860161931,0.42067223866896608,0.74744142709682593,0.31730813319385831,1.2504339354469649,1.7753284003411167,-1e+06,-1e+06,2.3602956340114627,1.3120455794450021,1.2899070240720503,1.6028913486942236,-1e+06,1.969658186284942,-1e+06
196,1,196,0,10,0.83017786753808365,1.2345383358330748,-1e+06,0.2150636747564203,0.29911137691609913,0.16550582997512997,0.13318027920884123,0.30119399208785591,0.44620231507582719,0.4073136353257194,-1e+06,2.7922072877885622,-1e+06,2.7778964225777076,0.62747829561950397,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.0916068605531812,0.18291512115455877,1.42499591982771,0.40819310358155714,0.38708468215749914,0.79773176601599727,0.33573122360535734,1.2864825248570213,1.8041570979755921,-1e+06,-1e+06,2.3983696918161144,1.5154455691116482,1.2295403780698555,1.5219750871133337,-1e+06,1.8638539408861634,-1e+06
197,1,197,1,10,0.83947356115126925,1.1695664659112359,-1e+06,0.28001702908797554,0.31553423406051451,0.15120969020658981,0.19906653375761518,0.34963817094370064,0.43400810670126955,0.48494102609427525,-1e+06,2.6579453069647379,-1e+06,2.7683937500160445,0.77010159336233053,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.1765085008011233,0.19096357615295245,1.4505263912846793,0.39638204160252632,0.4274511272932342,0.78841131942452081,0.3486772522102024,1.2365589043941658,1.79106800621323,-1e+06,-1e+06,2.3909313124740512,1.652027497074918,1.1782784926992682,1.4685977109079864,-1e+06,1.7817895795122114,-1e+06
202,1,202,6,10,0.99337323317355897,1.3718887210837889,-1e+06,0.23923808664376978,0.27115151436848173,0.11029901649738516,0.12578978609504965,0.12959402353622274,0.27889712710475223,0.42621825793161605,-1e+06,2.7644318649452284,-1e+06,2.4497665896687386,0.8526474899667944,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.1642132665633067,0.20234797398127791,1.6033573996604176,0.56030045388049132,0.55824747381575346,0.78240610593184168,0.44413955764858848,1.3601965277175605,1.8405763691412957,-1e+06,-1e+06,2.1869990087572519,1.9416488620599082,1.1631677263957634,1.5165944817824415,-1e+06,2.0030505176108253,-1e+06
209,1,209,13,10,0.87238510473068742,0.63571493859182482,-1e+06,1.6742368510086933,1.5065875211575328,1.068759141845764,1.2877198737931987,1.580137372664018,1.6551346166026795,1.47360528833077,-1e+06,1.8639224208601117,-1e+06,2.4176265910759449,0.54334463908336783,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.035025913822377,0.28472083637595302,1.2773866807093412,0.53924070701821414,0.5390899120560535,0.83504820767065957,0.53719019715695371,1.3636000349897697,1.718259431755941,-1e+06,-1e+06,2.1578897341994496,2.6530238632940559,1.0042003975150462,1.296384809971296,-1e+06,1.0940338214261889,-1e+06
216,1,216,20,10,1.1550015016212059,0.77849838971160867,-1e+06,0.37222538338439737,0.5057763971060707,0.17878859828612281,0.51837841356222736,0.1984941594883316,0.61667010295616898,0.27430211277389782,-1e+06,2.9676135417475393,-1e+06,2.4353991580702727,0.63731037398952051,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.1833253490099374,0.15872047303377235,1.7273734773253651,0.33850721249087146,0.534193390832296,0.70001333678309607,0.49854543638329751,1.4731020012449054,1.9931241108424693,-1e+06,-1e+06,2.279438366629627,4.0211232117349063,1.089680901348496,1.5348402931214848,-1e+06,1.5335069692892009,-1e+06
240,1,240,20,10,1.1944065697648263,0.86784673429059045,-1e+06,0.5862514211744525,0.77523156211051969,0.23567312635364601,0.83508575833032506,0.38763322134864309,0.87096635364927089,0.43198553295968889,-1e+06,2.7467533391775119,-1e+06,2.1921205014167997,0.90678046249851885,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.1215099366454702,0.20856627203903177,2.0748002917997255,0.43356790014722257,0.51049419280227237,0.71078904934301468,0.50505031904683584,1.7721288967883684,2.2013473773174432,-1e+06,-1e+06,2.1194535960008811,5.1019604436621062,1.0283040448275955,1.3863484909063963,-1e+06,1.5596211813298475,-1e+06
264,1,264,20,10,1.0995259213527957,0.8888446031705044,-1e+06,0.65947445589498699,0.79156247317899453,0.34503963986460384,0.85051511797201407,0.36638515762027524,0.81358896884482768,0.4914498329473076,-1e+06,2.6157170548178121,-1e+06,2.2907393122734017,0.95378116376572253,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,-1e+06,2.3244286941675583,0.20631911096153188,2.0986989103116658,0.42050907154024841,0.48881463257874458,0.69498356912584702,0.62439734893187548,1.6600115015376478,2.1851125581653088,-1e+06,-1e+06,2.1216485779088066,4.3716746382251994,1.0306535655601567,1.3752765683849839,-1e+06,1.5852928298122979,-1e+06
